Store_Name,Store_Country,Order_Year,Product_Category,Avg_Order_Value,Total_Orders
Store 17,France,2018,Games and Toys,40.94,4
Store 17,France,2018,Home Appliances,3477.35,7
Store 17,France,2018,"Music, Movies and Audio Books",102.45,8
Store 17,France,2018,TV and Video,1876.4,2
Store 17,France,2017,Audio,612.3,3
Store 17,France,2017,Cameras and camcorders,1287.77,6
Store 17,France,2017,Cell phones,582.99,3
Store 17,France,2017,Computers,1849.98,5
Store 17,France,2017,Games and Toys,180.33,2
Store 17,France,2017,Home Appliances,782.96,5
Store 17,France,2017,"Music, Movies and Audio Books",655.83,5
Store 17,France,2017,TV and Video,436.0,1
Store 17,France,2016,Audio,171.6,2
Store 17,France,2016,Games and Toys,32.0,1
Store 17,France,2016,Home Appliances,1152.99,5
Store 17,France,2016,"Music, Movies and Audio Books",155.92,6
Store 17,France,2016,TV and Video,1003.48,2
Store 18,France,2021,Cell phones,1256.5,2
Store 18,France,2021,Computers,704.85,2
Store 18,France,2021,TV and Video,169.99,1
Store 18,France,2020,Cameras and camcorders,350.85,4
Store 18,France,2020,Cell phones,328.69,7
Store 18,France,2020,Computers,731.18,11
Store 18,France,2020,Games and Toys,276.7,2
Store 18,France,2020,Home Appliances,839.96,2
Store 18,France,2020,"Music, Movies and Audio Books",212.32,3
Store 18,France,2020,TV and Video,2352.65,3
Store 18,France,2019,Audio,732.04,6
Store 18,France,2019,Cameras and camcorders,2335.33,3
Store 18,France,2019,Cell phones,1050.77,9
Store 18,France,2019,Computers,2353.1,17
Store 18,France,2019,Games and Toys,66.77,9
Store 18,France,2019,Home Appliances,3135.99,3
Store 18,France,2019,"Music, Movies and Audio Books",601.67,10
Store 18,France,2019,TV and Video,2145.52,6
Store 18,France,2018,Audio,715.35,7
Store 18,France,2018,Cell phones,923.21,9
Store 18,France,2018,Computers,2001.52,10
Store 18,France,2018,Games and Toys,920.4,2
Store 18,France,2018,Home Appliances,1987.15,6
Store 18,France,2018,"Music, Movies and Audio Books",107.84,3
Store 18,France,2017,Audio,362.0,1
Store 18,France,2017,Cameras and camcorders,2249.5,2
Store 18,France,2017,Cell phones,530.33,3
Store 18,France,2017,Computers,2390.24,6
Store 18,France,2017,Games and Toys,45.13,3
Store 18,France,2017,Home Appliances,1946.22,2
Store 18,France,2017,"Music, Movies and Audio Books",324.58,5
Store 18,France,2017,TV and Video,309.5,2
Store 18,France,2016,Audio,425.6,3
Store 18,France,2016,Cameras and camcorders,3298.83,3
Store 18,France,2016,Cell phones,380.0,1
Store 18,France,2016,Computers,745.81,10
Store 18,France,2016,Games and Toys,77.12,2
Store 18,France,2016,Home Appliances,1750.78,6
Store 18,France,2016,"Music, Movies and Audio Books",351.97,5
Store 18,France,2016,TV and Video,1547.34,3
Store 19,Germany,2021,Cameras and camcorders,966.0,3
Store 19,Germany,2021,Cell phones,329.98,2
Store 19,Germany,2021,Computers,3665.0,4
Store 19,Germany,2021,Games and Toys,15.15,3
Store 19,Germany,2021,"Music, Movies and Audio Books",837.98,2
Store 19,Germany,2020,Audio,891.12,6
Store 19,Germany,2020,Cameras and camcorders,209.79,5
Store 19,Germany,2020,Cell phones,626.66,12
Store 19,Germany,2020,Computers,1845.6,18
Store 19,Germany,2020,Games and Toys,88.71,12
Store 19,Germany,2020,Home Appliances,545.79,3
Store 19,Germany,2020,"Music, Movies and Audio Books",498.82,8
Store 19,Germany,2020,TV and Video,1310.99,7
Store 19,Germany,2019,Audio,335.81,29
Store 19,Germany,2019,Cameras and camcorders,850.85,23
Store 19,Germany,2019,Cell phones,547.87,42
Store 19,Germany,2019,Computers,1413.42,46
Store 19,Germany,2019,Games and Toys,125.49,24
Store 19,Germany,2019,Home Appliances,2582.64,11
Store 19,Germany,2019,"Music, Movies and Audio Books",288.12,36
Store 19,Germany,2019,TV and Video,1686.5,2
Store 19,Germany,2018,Audio,394.35,22
Store 19,Germany,2018,Cameras and camcorders,1120.22,13
Store 19,Germany,2018,Cell phones,707.42,23
Store 19,Germany,2018,Computers,1317.01,39
Store 19,Germany,2018,Games and Toys,75.53,15
Store 19,Germany,2018,Home Appliances,740.17,14
Store 19,Germany,2018,"Music, Movies and Audio Books",536.78,26
Store 19,Germany,2018,TV and Video,2652.38,15
Store 19,Germany,2017,Audio,699.22,11
Store 19,Germany,2017,Cameras and camcorders,903.57,7
Store 19,Germany,2017,Cell phones,242.11,13
Store 19,Germany,2017,Computers,852.59,18
Store 19,Germany,2017,Games and Toys,67.93,3
Store 19,Germany,2017,Home Appliances,1539.15,14
Store 19,Germany,2017,"Music, Movies and Audio Books",306.48,14
Store 19,Germany,2017,TV and Video,2455.74,4
Store 19,Germany,2016,Audio,392.27,6
Store 19,Germany,2016,Cameras and camcorders,2999.86,7
Store 19,Germany,2016,Cell phones,435.64,8
Store 19,Germany,2016,Computers,2165.31,14
Store 19,Germany,2016,Games and Toys,87.64,8
Store 19,Germany,2016,Home Appliances,1438.76,18
Store 19,Germany,2016,"Music, Movies and Audio Books",238.82,14
Store 19,Germany,2016,TV and Video,1776.97,11
Store 20,Germany,2019,Audio,352.19,14
Store 20,Germany,2019,Cameras and camcorders,695.61,11
Store 20,Germany,2019,Cell phones,506.11,23
Store 20,Germany,2019,Computers,2223.24,20
Store 20,Germany,2019,Games and Toys,105.67,15
Store 20,Germany,2019,Home Appliances,1298.98,7
Store 20,Germany,2019,"Music, Movies and Audio Books",384.26,17
Store 20,Germany,2019,TV and Video,852.22,4
Store 20,Germany,2018,Audio,431.23,20
Store 20,Germany,2018,Cameras and camcorders,768.1,17
Store 20,Germany,2018,Cell phones,474.64,26
Store 20,Germany,2018,Computers,1456.6,42
Store 20,Germany,2018,Games and Toys,92.86,8
Store 20,Germany,2018,Home Appliances,1738.52,17
Store 20,Germany,2018,"Music, Movies and Audio Books",417.09,25
Store 20,Germany,2018,TV and Video,3204.84,11
Store 20,Germany,2017,Audio,589.65,13
Store 20,Germany,2017,Cameras and camcorders,1650.43,7
Store 20,Germany,2017,Cell phones,390.05,14
Store 20,Germany,2017,Computers,935.53,19
Store 20,Germany,2017,Games and Toys,39.4,8
Store 20,Germany,2017,Home Appliances,1318.35,18
Store 20,Germany,2017,"Music, Movies and Audio Books",196.72,11
Store 20,Germany,2017,TV and Video,1770.24,5
Store 20,Germany,2016,Audio,667.74,12
Store 20,Germany,2016,Cameras and camcorders,377.99,3
Store 20,Germany,2016,Cell phones,303.99,8
Store 20,Germany,2016,Computers,1596.95,11
Store 20,Germany,2016,Games and Toys,81.98,8
Store 20,Germany,2016,Home Appliances,1025.01,15
Store 20,Germany,2016,"Music, Movies and Audio Books",257.19,10
Store 20,Germany,2016,TV and Video,711.49,4
Store 21,Germany,2021,Audio,199.9,1
Store 21,Germany,2021,Cameras and camcorders,376.0,1
Store 21,Germany,2021,Computers,3063.6,1
Store 21,Germany,2021,Games and Toys,72.45,1
Store 21,Germany,2021,"Music, Movies and Audio Books",719.96,2
Store 21,Germany,2020,Audio,305.9,7
Store 21,Germany,2020,Cameras and camcorders,814.79,9
Store 21,Germany,2020,Cell phones,483.21,20
Store 21,Germany,2020,Computers,1917.87,17
Store 21,Germany,2020,Games and Toys,51.61,9
Store 21,Germany,2020,Home Appliances,1889.95,2
Store 21,Germany,2020,"Music, Movies and Audio Books",473.52,17
Store 21,Germany,2020,TV and Video,1671.24,9
Store 21,Germany,2019,Audio,505.49,22
Store 21,Germany,2019,Cameras and camcorders,1038.87,16
Store 21,Germany,2019,Cell phones,836.64,33
Store 21,Germany,2019,Computers,1795.87,60
Store 21,Germany,2019,Games and Toys,125.15,31
Store 21,Germany,2019,Home Appliances,1777.26,11
Store 21,Germany,2019,"Music, Movies and Audio Books",416.17,30
Store 21,Germany,2019,TV and Video,3710.16,10
Store 21,Germany,2018,Audio,433.95,14
Store 21,Germany,2018,Cameras and camcorders,1821.66,5
Store 21,Germany,2018,Cell phones,593.63,14
Store 21,Germany,2018,Computers,1102.84,18
Store 21,Germany,2018,Games and Toys,132.0,5
Store 21,Germany,2018,Home Appliances,1917.99,12
Store 21,Germany,2018,"Music, Movies and Audio Books",170.55,8
Store 21,Germany,2018,TV and Video,2256.47,6
Store 22,Germany,2021,Audio,503.99,2
Store 22,Germany,2021,Cell phones,218.48,2
Store 22,Germany,2021,Computers,6885.0,1
Store 22,Germany,2021,"Music, Movies and Audio Books",509.97,2
Store 22,Germany,2020,Audio,288.17,14
Store 22,Germany,2020,Cameras and camcorders,381.07,12
Store 22,Germany,2020,Cell phones,655.74,20
Store 22,Germany,2020,Computers,906.65,28
Store 22,Germany,2020,Games and Toys,94.56,13
Store 22,Germany,2020,Home Appliances,1415.6,10
Store 22,Germany,2020,"Music, Movies and Audio Books",562.95,12
Store 22,Germany,2020,TV and Video,1372.2,6
Store 22,Germany,2019,Audio,385.82,31
Store 22,Germany,2019,Cameras and camcorders,822.21,28
Store 22,Germany,2019,Cell phones,642.47,76
Store 22,Germany,2019,Computers,1446.01,81
Store 22,Germany,2019,Games and Toys,77.88,54
Store 22,Germany,2019,Home Appliances,1658.3,16
Store 22,Germany,2019,"Music, Movies and Audio Books",314.26,43
Store 22,Germany,2019,TV and Video,2194.39,12
Store 22,Germany,2018,Audio,367.33,17
Store 22,Germany,2018,Cameras and camcorders,1493.18,18
Store 22,Germany,2018,Cell phones,544.12,31
Store 22,Germany,2018,Computers,1321.81,35
Store 22,Germany,2018,Games and Toys,90.1,19
Store 22,Germany,2018,Home Appliances,1615.1,20
Store 22,Germany,2018,"Music, Movies and Audio Books",332.12,27
Store 22,Germany,2018,TV and Video,2591.98,6
Store 22,Germany,2017,Audio,400.36,12
Store 22,Germany,2017,Cameras and camcorders,1228.4,11
Store 22,Germany,2017,Cell phones,880.53,15
Store 22,Germany,2017,Computers,1276.22,17
Store 22,Germany,2017,Games and Toys,79.08,6
Store 22,Germany,2017,Home Appliances,1837.14,10
Store 22,Germany,2017,"Music, Movies and Audio Books",361.3,13
Store 22,Germany,2017,TV and Video,1375.99,3
Store 22,Germany,2016,Audio,355.98,10
Store 22,Germany,2016,Cameras and camcorders,1325.47,8
Store 22,Germany,2016,Cell phones,607.33,10
Store 22,Germany,2016,Computers,638.6,10
Store 22,Germany,2016,Games and Toys,162.14,9
Store 22,Germany,2016,Home Appliances,1510.87,13
Store 22,Germany,2016,"Music, Movies and Audio Books",330.07,14
Store 22,Germany,2016,TV and Video,2203.27,3
Store 23,Germany,2021,Computers,4548.0,1
Store 23,Germany,2021,Games and Toys,64.0,1
Store 23,Germany,2021,Home Appliances,99.99,1
Store 23,Germany,2020,Audio,553.01,8
Store 23,Germany,2020,Cameras and camcorders,1508.83,10
Store 23,Germany,2020,Cell phones,611.31,21
Store 23,Germany,2020,Computers,1807.07,24
Store 23,Germany,2020,Games and Toys,58.49,19
Store 23,Germany,2020,Home Appliances,1506.35,8
Store 23,Germany,2020,"Music, Movies and Audio Books",226.17,16
Store 23,Germany,2020,TV and Video,1674.81,6
Store 23,Germany,2019,Audio,471.59,30
Store 23,Germany,2019,Cameras and camcorders,1233.75,17
Store 23,Germany,2019,Cell phones,471.33,35
Store 23,Germany,2019,Computers,1599.12,44
Store 23,Germany,2019,Games and Toys,93.47,22
Store 23,Germany,2019,Home Appliances,2529.36,13
Store 23,Germany,2019,"Music, Movies and Audio Books",339.6,37
Store 23,Germany,2019,TV and Video,1638.58,13
Store 23,Germany,2018,Audio,547.03,20
Store 23,Germany,2018,Cameras and camcorders,679.33,20
Store 23,Germany,2018,Cell phones,621.43,30
Store 23,Germany,2018,Computers,1842.51,33
Store 23,Germany,2018,Games and Toys,105.66,21
Store 23,Germany,2018,Home Appliances,1782.42,25
Store 23,Germany,2018,"Music, Movies and Audio Books",372.81,30
Store 23,Germany,2018,TV and Video,989.07,10
Store 23,Germany,2017,Audio,344.56,10
Store 23,Germany,2017,Cameras and camcorders,1067.15,6
Store 23,Germany,2017,Cell phones,490.45,8
Store 23,Germany,2017,Computers,1361.08,23
Store 23,Germany,2017,Games and Toys,51.6,2
Store 23,Germany,2017,Home Appliances,1821.77,16
Store 23,Germany,2017,"Music, Movies and Audio Books",333.52,9
Store 23,Germany,2017,TV and Video,634.46,5
Store 23,Germany,2016,Audio,502.21,11
Store 23,Germany,2016,Cameras and camcorders,671.62,7
Store 23,Germany,2016,Cell phones,168.8,7
Store 23,Germany,2016,Computers,1631.61,13
Store 23,Germany,2016,Games and Toys,126.79,6
Store 23,Germany,2016,Home Appliances,1285.57,11
Store 23,Germany,2016,"Music, Movies and Audio Books",454.78,15
Store 23,Germany,2016,TV and Video,1032.38,10
Store 24,Germany,2021,Audio,302.92,2
Store 24,Germany,2021,Cameras and camcorders,3560.0,1
Store 24,Germany,2021,Cell phones,633.0,2
Store 24,Germany,2021,Computers,225.23,3
Store 24,Germany,2021,Games and Toys,6.88,1
Store 24,Germany,2021,"Music, Movies and Audio Books",669.99,4
Store 24,Germany,2020,Audio,463.97,15
Store 24,Germany,2020,Cameras and camcorders,1702.24,12
Store 24,Germany,2020,Cell phones,445.66,21
Store 24,Germany,2020,Computers,1685.89,29
Store 24,Germany,2020,Games and Toys,55.95,18
Store 24,Germany,2020,Home Appliances,1830.18,5
Store 24,Germany,2020,"Music, Movies and Audio Books",461.99,19
Store 24,Germany,2020,TV and Video,1345.58,8
Store 24,Germany,2019,Audio,500.79,26
Store 24,Germany,2019,Cameras and camcorders,1013.73,23
Store 24,Germany,2019,Cell phones,424.05,42
Store 24,Germany,2019,Computers,1045.95,43
Store 24,Germany,2019,Games and Toys,125.8,26
Store 24,Germany,2019,Home Appliances,3221.17,16
Store 24,Germany,2019,"Music, Movies and Audio Books",372.38,40
Store 24,Germany,2019,TV and Video,1613.41,10
Store 24,Germany,2018,Audio,414.09,23
Store 24,Germany,2018,Cameras and camcorders,818.13,12
Store 24,Germany,2018,Cell phones,716.1,28
Store 24,Germany,2018,Computers,1910.54,31
Store 24,Germany,2018,Games and Toys,67.59,15
Store 24,Germany,2018,Home Appliances,1110.44,20
Store 24,Germany,2018,"Music, Movies and Audio Books",350.1,30
Store 24,Germany,2018,TV and Video,1109.66,7
Store 24,Germany,2017,Audio,673.13,10
Store 24,Germany,2017,Cameras and camcorders,1000.9,5
Store 24,Germany,2017,Cell phones,444.28,6
Store 24,Germany,2017,Computers,1106.35,15
Store 24,Germany,2017,Games and Toys,149.65,9
Store 24,Germany,2017,Home Appliances,1535.87,10
Store 24,Germany,2017,"Music, Movies and Audio Books",233.53,10
Store 24,Germany,2017,TV and Video,1181.32,3
Store 24,Germany,2016,Audio,347.66,20
Store 24,Germany,2016,Cameras and camcorders,414.56,10
Store 24,Germany,2016,Cell phones,1045.17,11
Store 24,Germany,2016,Computers,866.52,12
Store 24,Germany,2016,Games and Toys,368.74,7
Store 24,Germany,2016,Home Appliances,3416.68,17
Store 24,Germany,2016,"Music, Movies and Audio Books",459.83,14
Store 24,Germany,2016,TV and Video,5889.76,12
Store 26,Germany,2021,Audio,95.9,1
Store 26,Germany,2021,Cell phones,2130.0,3
Store 26,Germany,2021,Computers,1757.0,2
Store 26,Germany,2021,Games and Toys,53.75,2
Store 26,Germany,2021,"Music, Movies and Audio Books",619.97,2
Store 26,Germany,2021,TV and Video,1049.85,1
Store 26,Germany,2020,Audio,487.58,12
Store 26,Germany,2020,Cameras and camcorders,998.78,7
Store 26,Germany,2020,Cell phones,405.95,12
Store 26,Germany,2020,Computers,2077.14,20
Store 26,Germany,2020,Games and Toys,102.64,14
Store 26,Germany,2020,Home Appliances,4661.0,5
Store 26,Germany,2020,"Music, Movies and Audio Books",725.3,17
Store 26,Germany,2020,TV and Video,444.0,2
Store 26,Germany,2019,Audio,413.08,21
Store 26,Germany,2019,Cameras and camcorders,868.12,19
Store 26,Germany,2019,Cell phones,542.79,31
Store 26,Germany,2019,Computers,1565.81,56
Store 26,Germany,2019,Games and Toys,120.69,31
Store 26,Germany,2019,Home Appliances,1611.68,5
Store 26,Germany,2019,"Music, Movies and Audio Books",337.6,23
Store 26,Germany,2019,TV and Video,2323.87,9
Store 27,Germany,2020,Audio,509.55,10
Store 27,Germany,2020,Cameras and camcorders,375.4,7
Store 27,Germany,2020,Cell phones,465.47,24
Store 27,Germany,2020,Computers,1487.25,29
Store 27,Germany,2020,Games and Toys,67.87,11
Store 27,Germany,2020,Home Appliances,564.58,5
Store 27,Germany,2020,"Music, Movies and Audio Books",347.22,21
Store 27,Germany,2020,TV and Video,2573.4,6
Store 27,Germany,2019,Audio,607.8,31
Store 27,Germany,2019,Cameras and camcorders,1660.53,23
Store 27,Germany,2019,Cell phones,670.92,40
Store 27,Germany,2019,Computers,1135.98,68
Store 27,Germany,2019,Games and Toys,80.44,40
Store 27,Germany,2019,Home Appliances,1686.39,16
Store 27,Germany,2019,"Music, Movies and Audio Books",403.26,45
Store 27,Germany,2019,TV and Video,552.8,9
Store 27,Germany,2018,Audio,442.54,19
Store 27,Germany,2018,Cameras and camcorders,2126.38,16
Store 27,Germany,2018,Cell phones,455.0,23
Store 27,Germany,2018,Computers,1298.93,24
Store 27,Germany,2018,Games and Toys,115.4,18
Store 27,Germany,2018,Home Appliances,2593.65,17
Store 27,Germany,2018,"Music, Movies and Audio Books",403.37,22
Store 27,Germany,2018,TV and Video,465.74,4
Store 27,Germany,2017,Audio,429.63,14
Store 27,Germany,2017,Cameras and camcorders,979.19,5
Store 27,Germany,2017,Cell phones,356.39,8
Store 27,Germany,2017,Computers,1065.19,25
Store 27,Germany,2017,Games and Toys,105.24,5
Store 27,Germany,2017,Home Appliances,2498.38,19
Store 27,Germany,2017,"Music, Movies and Audio Books",195.35,11
Store 27,Germany,2017,TV and Video,630.72,5
Store 27,Germany,2016,Audio,418.65,15
Store 27,Germany,2016,Cameras and camcorders,527.7,8
Store 27,Germany,2016,Cell phones,403.94,8
Store 27,Germany,2016,Computers,952.93,16
Store 27,Germany,2016,Games and Toys,43.13,13
Store 27,Germany,2016,Home Appliances,4547.22,14
Store 27,Germany,2016,"Music, Movies and Audio Books",292.95,15
Store 27,Germany,2016,TV and Video,1870.72,12
Store 28,Italy,2017,Audio,430.37,18
Store 28,Italy,2017,Cameras and camcorders,1242.77,6
Store 28,Italy,2017,Cell phones,621.14,10
Store 28,Italy,2017,Computers,1041.2,12
Store 28,Italy,2017,Games and Toys,125.47,6
Store 28,Italy,2017,Home Appliances,1500.55,20
Store 28,Italy,2017,"Music, Movies and Audio Books",141.61,11
Store 28,Italy,2017,TV and Video,783.58,8
Store 28,Italy,2016,Audio,410.45,16
Store 28,Italy,2016,Cameras and camcorders,1592.03,15
Store 28,Italy,2016,Cell phones,582.49,12
Store 28,Italy,2016,Computers,1094.63,15
Store 28,Italy,2016,Games and Toys,20.97,1
Store 28,Italy,2016,Home Appliances,1451.34,23
Store 28,Italy,2016,"Music, Movies and Audio Books",274.3,26
Store 28,Italy,2016,TV and Video,1347.96,15
Store 29,Italy,2021,Cameras and camcorders,1881.0,1
Store 29,Italy,2021,Cell phones,937.21,4
Store 29,Italy,2021,Computers,422.97,3
Store 29,Italy,2021,Games and Toys,136.18,3
Store 29,Italy,2021,Home Appliances,279.98,1
Store 29,Italy,2021,"Music, Movies and Audio Books",118.64,4
Store 29,Italy,2021,TV and Video,286.8,1
Store 29,Italy,2020,Audio,439.33,12
Store 29,Italy,2020,Cameras and camcorders,819.86,10
Store 29,Italy,2020,Cell phones,539.51,35
Store 29,Italy,2020,Computers,1449.72,38
Store 29,Italy,2020,Games and Toys,52.99,20
Store 29,Italy,2020,Home Appliances,2305.88,5
Store 29,Italy,2020,"Music, Movies and Audio Books",399.07,21
Store 29,Italy,2020,TV and Video,1348.3,10
Store 29,Italy,2019,Audio,495.83,36
Store 29,Italy,2019,Cameras and camcorders,1178.56,33
Store 29,Italy,2019,Cell phones,504.78,67
Store 29,Italy,2019,Computers,1528.07,90
Store 29,Italy,2019,Games and Toys,77.75,43
Store 29,Italy,2019,Home Appliances,1092.38,17
Store 29,Italy,2019,"Music, Movies and Audio Books",321.48,37
Store 29,Italy,2019,TV and Video,1104.37,15
Store 29,Italy,2018,Audio,349.64,21
Store 29,Italy,2018,Cameras and camcorders,931.95,11
Store 29,Italy,2018,Cell phones,623.14,45
Store 29,Italy,2018,Computers,1407.72,68
Store 29,Italy,2018,Games and Toys,141.05,27
Store 29,Italy,2018,Home Appliances,1671.48,26
Store 29,Italy,2018,"Music, Movies and Audio Books",436.15,32
Store 29,Italy,2018,TV and Video,1380.21,13
Store 29,Italy,2017,Audio,363.0,27
Store 29,Italy,2017,Cameras and camcorders,793.16,9
Store 29,Italy,2017,Cell phones,855.88,19
Store 29,Italy,2017,Computers,1402.45,31
Store 29,Italy,2017,Games and Toys,394.83,10
Store 29,Italy,2017,Home Appliances,800.52,18
Store 29,Italy,2017,"Music, Movies and Audio Books",401.96,14
Store 29,Italy,2017,TV and Video,1665.31,14
Store 29,Italy,2016,Audio,494.1,12
Store 29,Italy,2016,Cameras and camcorders,2313.58,15
Store 29,Italy,2016,Cell phones,556.63,9
Store 29,Italy,2016,Computers,1306.3,19
Store 29,Italy,2016,Games and Toys,43.5,8
Store 29,Italy,2016,Home Appliances,2782.95,18
Store 29,Italy,2016,"Music, Movies and Audio Books",577.52,24
Store 29,Italy,2016,TV and Video,1725.53,15
Store 30,Italy,2021,Audio,479.92,1
Store 30,Italy,2021,Cell phones,32.99,1
Store 30,Italy,2021,Computers,6291.0,1
Store 30,Italy,2020,Audio,227.55,9
Store 30,Italy,2020,Cameras and camcorders,1206.47,18
Store 30,Italy,2020,Cell phones,678.62,26
Store 30,Italy,2020,Computers,1374.81,42
Store 30,Italy,2020,Games and Toys,333.64,17
Store 30,Italy,2020,Home Appliances,2077.41,7
Store 30,Italy,2020,"Music, Movies and Audio Books",435.26,25
Store 30,Italy,2020,TV and Video,1735.67,5
Store 30,Italy,2019,Audio,435.67,37
Store 30,Italy,2019,Cameras and camcorders,818.89,35
Store 30,Italy,2019,Cell phones,426.13,65
Store 30,Italy,2019,Computers,1169.16,78
Store 30,Italy,2019,Games and Toys,112.8,44
Store 30,Italy,2019,Home Appliances,2991.87,23
Store 30,Italy,2019,"Music, Movies and Audio Books",299.8,43
Store 30,Italy,2019,TV and Video,2539.76,13
Store 30,Italy,2018,Audio,500.41,32
Store 30,Italy,2018,Cameras and camcorders,1494.19,22
Store 30,Italy,2018,Cell phones,725.87,44
Store 30,Italy,2018,Computers,1488.39,61
Store 30,Italy,2018,Games and Toys,135.74,31
Store 30,Italy,2018,Home Appliances,2482.62,27
Store 30,Italy,2018,"Music, Movies and Audio Books",252.1,25
Store 30,Italy,2018,TV and Video,4002.67,11
Store 30,Italy,2017,Audio,285.78,13
Store 30,Italy,2017,Cameras and camcorders,882.12,8
Store 30,Italy,2017,Cell phones,719.94,18
Store 30,Italy,2017,Computers,2125.76,23
Store 30,Italy,2017,Games and Toys,164.62,8
Store 30,Italy,2017,Home Appliances,1906.93,18
Store 30,Italy,2017,"Music, Movies and Audio Books",421.96,22
Store 30,Italy,2017,TV and Video,575.34,14
Store 30,Italy,2016,Audio,540.28,11
Store 30,Italy,2016,Cameras and camcorders,1367.92,16
Store 30,Italy,2016,Cell phones,565.53,11
Store 30,Italy,2016,Computers,833.75,14
Store 30,Italy,2016,Games and Toys,50.21,12
Store 30,Italy,2016,Home Appliances,1131.44,13
Store 30,Italy,2016,"Music, Movies and Audio Books",358.39,20
Store 30,Italy,2016,TV and Video,3503.62,12
Store 31,Netherlands,2021,Audio,653.77,2
Store 31,Netherlands,2021,Cameras and camcorders,165.0,1
Store 31,Netherlands,2021,Cell phones,39.96,1
Store 31,Netherlands,2021,Computers,330.95,2
Store 31,Netherlands,2021,Games and Toys,96.0,1
Store 31,Netherlands,2021,Home Appliances,392.46,2
Store 31,Netherlands,2021,TV and Video,455.2,1
Store 31,Netherlands,2020,Audio,1208.5,2
Store 31,Netherlands,2020,Cameras and camcorders,618.27,7
Store 31,Netherlands,2020,Cell phones,799.66,10
Store 31,Netherlands,2020,Computers,2149.94,14
Store 31,Netherlands,2020,Games and Toys,75.85,10
Store 31,Netherlands,2020,Home Appliances,954.64,3
Store 31,Netherlands,2020,"Music, Movies and Audio Books",202.06,10
Store 31,Netherlands,2020,TV and Video,756.77,3
Store 31,Netherlands,2019,Audio,271.66,11
Store 31,Netherlands,2019,Cameras and camcorders,840.51,18
Store 31,Netherlands,2019,Cell phones,706.49,17
Store 31,Netherlands,2019,Computers,1547.85,27
Store 31,Netherlands,2019,Games and Toys,135.62,18
Store 31,Netherlands,2019,Home Appliances,659.56,9
Store 31,Netherlands,2019,"Music, Movies and Audio Books",297.76,22
Store 31,Netherlands,2019,TV and Video,1844.48,12
Store 31,Netherlands,2018,Audio,319.24,21
Store 31,Netherlands,2018,Cameras and camcorders,169.82,3
Store 31,Netherlands,2018,Cell phones,828.48,22
Store 31,Netherlands,2018,Computers,1319.71,29
Store 31,Netherlands,2018,Games and Toys,135.13,13
Store 31,Netherlands,2018,Home Appliances,1586.75,17
Store 31,Netherlands,2018,"Music, Movies and Audio Books",485.07,13
Store 31,Netherlands,2018,TV and Video,1074.33,8
Store 31,Netherlands,2017,Audio,427.64,6
Store 31,Netherlands,2017,Cameras and camcorders,814.0,2
Store 31,Netherlands,2017,Cell phones,309.19,5
Store 31,Netherlands,2017,Computers,2825.7,11
Store 31,Netherlands,2017,Games and Toys,96.74,3
Store 31,Netherlands,2017,Home Appliances,596.78,7
Store 31,Netherlands,2017,"Music, Movies and Audio Books",478.25,4
Store 31,Netherlands,2017,TV and Video,612.3,3
Store 31,Netherlands,2016,Audio,774.33,6
Store 31,Netherlands,2016,Cameras and camcorders,1471.97,5
Store 31,Netherlands,2016,Cell phones,97.19,6
Store 31,Netherlands,2016,Computers,949.97,12
Store 31,Netherlands,2016,Games and Toys,151.87,4
Store 31,Netherlands,2016,Home Appliances,2046.24,6
Store 31,Netherlands,2016,"Music, Movies and Audio Books",272.92,6
Store 31,Netherlands,2016,TV and Video,494.79,2
Store 32,Netherlands,2021,Cell phones,2595.0,2
Store 32,Netherlands,2021,Computers,542.25,4
Store 32,Netherlands,2021,Games and Toys,160.0,1
Store 32,Netherlands,2021,Home Appliances,1259.93,1
Store 32,Netherlands,2021,"Music, Movies and Audio Books",109.99,1
Store 32,Netherlands,2021,TV and Video,1527.02,1
Store 32,Netherlands,2020,Audio,386.66,11
Store 32,Netherlands,2020,Cameras and camcorders,842.18,8
Store 32,Netherlands,2020,Cell phones,356.82,24
Store 32,Netherlands,2020,Computers,1282.61,22
Store 32,Netherlands,2020,Games and Toys,89.7,12
Store 32,Netherlands,2020,Home Appliances,586.72,4
Store 32,Netherlands,2020,"Music, Movies and Audio Books",367.38,15
Store 32,Netherlands,2020,TV and Video,2120.0,3
Store 32,Netherlands,2019,Audio,667.28,12
Store 32,Netherlands,2019,Cameras and camcorders,1917.58,9
Store 32,Netherlands,2019,Cell phones,577.93,26
Store 32,Netherlands,2019,Computers,1461.81,39
Store 32,Netherlands,2019,Games and Toys,127.17,23
Store 32,Netherlands,2019,Home Appliances,1183.69,7
Store 32,Netherlands,2019,"Music, Movies and Audio Books",206.06,15
Store 32,Netherlands,2019,TV and Video,4798.28,7
Store 32,Netherlands,2018,Audio,505.2,14
Store 32,Netherlands,2018,Cameras and camcorders,934.25,12
Store 32,Netherlands,2018,Cell phones,743.56,19
Store 32,Netherlands,2018,Computers,975.72,29
Store 32,Netherlands,2018,Games and Toys,66.9,17
Store 32,Netherlands,2018,Home Appliances,1762.54,9
Store 32,Netherlands,2018,"Music, Movies and Audio Books",421.51,13
Store 32,Netherlands,2018,TV and Video,802.86,7
Store 32,Netherlands,2017,Audio,258.68,2
Store 32,Netherlands,2017,Cameras and camcorders,579.0,2
